College_Name,Description,Logo
Ramrao Adik Institute of Technology,"Ramrao Adik Institute of Technology (RAIT) is a private engineering college located in Nerul, Navi Mumbai, India. It was established in the year 1983.",https://www.wemakescholars.com/admin/uploads/providers/Hk0YyXS3R4zbb_1EUNQSkoGznQaHMAWS.png
Patna Medical College,"Patna Medical College and Hospital (abbreviated as PMCH) was established in 1925 and originally known as Prince of Wales Medical College, is a medical college located in Patna, the state capital of Bihar, India. It is located on the southern bank of the river Ganges and is now affiliated with Bihar University of Health Sciences (previously: Patna University and Aryabhatta Knowledge University).",https://cutoffbaba.com/Admin/Logo/38660685pmch logo.png
Rashtrakavi Ramdhari Singh Dinkar College of Engineering,"Ramdhari Singh (23 September 1908 – 24 April 1974), known by his pen name Dinkar, was an Indian Hindi language poet, essayist, freedom fighter, patriot and academic. He emerged as a poet of rebellion as a consequence of his nationalist poetry written in the days before Indian independence.",https://img.studyclap.com/img/institute/logo/14e34046e3-rrsdce-begusarai.jpg
Shri Ram Murti Smarak Institute of Medical,"Shri Ram Murti Smarak Institute of Medical Sciences is a private medical college located near Bareilly in Bareilly district, Uttar Pradesh, India. The college affiliated to Atal Bihari Vajpayee Medical University was established in 2002.",https://images.shiksha.com/mediadata/images/1621581495phpHzC8Q0.jpeg
Rathinam College of Arts and Science,"Rathinam College of Arts and Science is a co-educational institution situated within the Rathinam Techzone Campus at Pollachi Main road, Eachanari, Coimbatore, India. It is affiliated to Bharathiar University and recognized by University Grants Commission (UGC).",https://rathinamcollege.ac.in/wp-content/uploads/2020/04/logo-01.jpg
Northern India Institute of Fashion Technology,Northern India Institute of Fashion Technology (NIIFT) is a fashion institute in Mohali with its branches in Jalandhar & Ludhiana in the state of Punjab. It was set up in 1995.,https://www.wonderskool.com/uploads/1646206481_NIIFT.jpg
Ravenshaw University,"Ravenshaw University, formerly known as Ravenshaw College, is a co-educational state university situated in Cuttack, Odisha on the eastern coast of India. Founded as Ravenshaw College in 1868, the institution became a university in 2006.","https://timesofindia.indiatimes.com/thumb/msid-64716895,imgsize-107330,width-400,resizemode-4/64716895.jpg"
Siddaganga Institute of Technology,"Siddaganga Institute of Technology (SIT) is an engineering college located in Tumkur, Karnataka, India. It is affiliated with Visvesvaraya Technological University (VTU) and is recognized by the All India Council for Technical Education (AICTE).",https://1.bp.blogspot.com/-YcEwJ0hvcr8/Xo06RpdnicI/AAAAAAAAJy0/aeNikqNRgBI_o-HXIWyxoGDB80gr9VzdACLcBGAsYHQ/s1600/SIT%2BLogo.png
Lakshmi Narain College of Technology,"Lakshmi Narain College of Technology, Bhopal (or LNCT), is a private engineering and management institute located in Bhopal, Madhya Pradesh, India. Established in 1994 by the H.K. Kalchuri Educational Trust, the college offers undergraduate, postgraduate, and doctoral programs in engineering, management, pharmacy, and computer applications.",https://college4u.in/wp-content/uploads/2018/04/LNCT-1024x1024.png
"Maharaja's College, Ernakulam","The Maharaja's College is a government college located in the city of Kochi in Kerala, India. Established in 1875, it is one of the oldest colleges in India.",https://everipedia-storage.s3-accelerate.amazonaws.com/ProfilePics/95092__95478.png
Nalla Narasimha Reddy Education Society's Group of,"Nalla Narasimha Reddy Education Society's Group of Institutions, Hyderabad (NNRG Hyderabad) is an autonomous college, focusing on engineering, pharmacy and management studies located in Hyderabad, India. == History == Founded in 2009 by Nalla Narasimha Reddy, the organization has the primary objective of educating young people to prepare them for national and international requirements, to fund the needy and to promote research in science and technology.",https://images.shiksha.com/mediadata/images/1594746465phpzVTb9y.jpg
Lalit Narayan Mithila University,"The Lalit Narayan Mithila University (LNMU), formerly Mithila University, is a public university in India. Beginning in 1972, the university initially functioned from the Mohanpur House at Sara Mohanpur village on the Darbhanga-Sakri route.",https://www.edarabia.com/wp-content/uploads/2018/09/lalit-narayan-mithila-university-darbhanga-india.jpg
Mahatma Gandhi Kashi Vidyapith,"Mahatma Gandhi Kashi Vidyapith is a public university located in Varanasi, Uttar Pradesh, India. Established on 10 February 1921 as Kashi Vidyapith and later renamed, it is administered under the state legislature of the government of Uttar Pradesh.",https://www.edarabia.com/wp-content/uploads/2013/08/mahatma-gandhi-kashi-vidyapeeth-logo-india.jpg
"Kanak Manjari Institute of Pharmaceutical Sciences, Rourkela","National Institute of Technology Rourkela (NIT Rourkela or NITRKL or NITR), formerly Regional Engineering College Rourkela, is a publicly funded institute of higher learning for engineering, science and technology located in the steel city of Rourkela, Odisha, India. It is one of the 31 National Institutes of Technology in India and has been recognized as an Institute of National Importance by the National Institutes of Technology Act, 2007.",https://images.collegedunia.com/public/college_data/images/appImage/9596_KMIPS_New.jpg?w=1286&h=193&mode=stretch
Malout Institute of Management and Information Technology,"Malout Institute of Management and Information Technology (MIMIT) in Malout, Punjab, India, is under the guidance of a Board of Governors, headed by the Technical Education Minister, government of Punjab. Located in the Green Field Enclave, the campus is a combined academic and administrative, three-storied building spread over 25 acres (100,000 m2) of land which was designed by the Chief Architecture of Punjab.",https://www.careerindia.com/college-logo/128x128/5/Malout-Institute-of-Management-Information-Technology-Malout-MIMIT-M.jpg
Langat Singh College,"Langat Singh College, commonly known as L.S.College,previously known as Bhumihar Brahmin college, is a college in Muzaffarpur, in the Indian state of Bihar. It was established on 3 July 1899, and is one of the city's oldest colleges.",http://pl.respaper.com/160/s.028fd67443.jpg
Narula Institute of Technology,"Narula Institute of Technology (better known as NiT) is an autonomous private engineering college in West Bengal, India, situated in Agarpara. The college is affiliated with the Maulana Abul Kalam Azad University of Technology (MAKAUT).",https://image.pngaaa.com/164/1099164-middle.png
Law College Dehradun,"Law College, Dehradun (popularly known as LCD) is one of the prestigious law school located in the city of Dehradun in north India state of Uttarakhand. It is the first independent law college in Uttarakhand.",https://www.static-contents.youth4work.com/university/Documents/Colleges/collegeLogo/10524.png?v=20150809025129
Kalyani Government Engineering College,"Kalyani Government Engineering College (KGEC) is a public Engineering college in Kalyani, West Bengal. It was established in 1995 by the Government of West Bengal.",https://media-exp1.licdn.com/dms/image/C510BAQHkFJgNvhIp2Q/company-logo_200_200/0/1525718694942?e=2159024400&v=beta&t=ULZ4h7uBZEyfk2ioiYtfxvbeaEXrmK5eHEMurt73p5Y
"Kirodimal Institute of Technology, Raigarh","Kirodimal Institute of Technology (KIT) is a public engineering institute in Raigarh, Chhattisgarh, India. Established in 2000, it is governed under the Kirodimal Polytechnic Society and affiliated to Chhattisgarh Swami Vivekanand Technical University (CSVTU).",https://cache.careers360.mobi/media/colleges/social-media/logo/Logo_of_Kirodimal_Institute_of_Technology_Raigarh_Logo_m3GqHDN.jpg
National Research Centre on Equines,"The National Research Centre on Equines (NRCE) was established during 7th five-year plan under the aegis of Indian Council of Agricultural Research for research on equine health and production considering the importance of equines in India. == History: Main campus at Hisar == After the initial joining of the Project Director at ICAR headquarters on 26 November 1985, the Centre became operational at Hisar on 7 January 1986 for conducting researches and for providing effective health coverage for equines.","https://images.crunchbase.com/image/upload/c_pad,h_256,w_256,f_auto,q_auto:eco,dpr_1/pq6ujer413l0aoag8rhl"
Karim City College,"Karim City College, Jamshedpur, established in 1961, is one of the oldest degree college in the Jharkhand state of India. It has two campus one in Sakchi and other in Mango.",https://image3.mouthshut.com/images/imagesp/925082202s.jpg
Kerala Agricultural University,"Kerala Agricultural University (KAU) is a state university for agricultural education, recognised as a State Agricultural University by the Indian Council of Agricultural Research (ICAR). It is situated in Vellanikkara, Kerala, India.",https://static.wikia.nocookie.net/logopedia/images/d/d4/Kerala_Agricultural_University.png/revision/latest?cb=20200403123111
Manipal College of Pharmaceutical Sciences,"The Manipal Academy of Higher Education (MAHE) is a private deemed university in the Udupi district of Karnataka, India. The school has campuses in Mangaluru, Bengaluru, and Jamshedpur in India, as well as global campuses in Dubai and Malaysia.",https://manipal.edu/content/dam/manipal/mu/mcops-manipal/document-2023/photos_news_events/mcop hero banner pc 1.jpg
Nalanda College of Engineering,"Nalanda College of Engineering (NCE) is a government engineering college situated at Chandi town, near Nalanda city in Bihar state of India. It was inaugurated on 19 November 2008 by the chief minister of Bihar, Nitish Kumar.",https://www.targetadmission.com/img/logos/43265-2631.jpg
Loknayak Jai Prakash Institute Of Technology,"Loknayak Jai Prakash Institute of Technology (LNJPIT), is a government engineering college in Bihar. It is managed by the Department of Science and Technology, Bihar.","https://images.crunchbase.com/image/upload/c_lpad,h_256,w_256,f_auto,q_auto:eco,dpr_1/yu6ivzzvy58a2lfigwmr"
Manipur Institute of Technology,"The Manipur Institute of Technology (erstwhile Government College of Technology) was established on 28 August 1998 by the Government of Manipur as Pioneer Engineering College in the State. On 31 December 2003, the College was renamed as Manipur College of Technology and the management of the College was handed over to a Society headed by the Hon’ble Chief Minister of Manipur as Chairman.",https://www.static-contents.youth4work.com/university/Documents/Colleges/collegeLogo/719313.PNG?v=20170511142200
"Kaloji Narayana Rao University of Health Sciences,","Kaloji Narayana Rao University of Health Sciences (KNRUHS) is a public university in the city of Warangal, Telangana, India. University is named after the poet and a political activist of the Telangana movement – Kaloji Narayana Rao.",https://universitypaper.in/wp-content/uploads/2021/06/Kaloji-Narayan-Rao-University-of-Health-Sciences.png
Manipur Technical University,"Manipur Technical University is a state university located in Imphal, Manipur, India. The first state university in Manipur, it was established through the Manipur Technical University Act, 2016 on 23 April 2016, and was formally inaugurated by the Governor of Manipur, V. Shanmuganathan on 5 August 2016.",https://static.wikia.nocookie.net/logopedia/images/a/a7/Manipur_Technical_University_logo.png/revision/latest?cb=20200401162652
National Institute of Fashion Technology,"National Institute of Fashion Technology (NIFT) is an autonomous institute offering courses in fashion, technology, and management. Its head office is located in New Delhi, India.",https://seeklogo.com/images/N/national-institute-of-fashion-technology-logo-BBB5F67BCE-seeklogo.com.png
"Karnataka Veterinary Animal and Fisheries Sciences University,","Karnataka Veterinary, Animal and Fisheries Sciences University abbreviated as KVAFSU is a public university, established by an Act of Karnataka Legislative Assembly which was passed on 10 February 2004. This university has its headquarters in the Bidar district of Karnataka state, India.",https://www.edarabia.com/wp-content/uploads/2012/05/karnataka-veterinary-animal-and-fisheries-sciences-university.jpg
Lady Hardinge Medical College,"Lady Hardinge Medical College, also known as LHMC, is a public medical college and central government hospital located in New Delhi, India. Established in 1916, it became part of the Faculty of Medical Sciences, University of Delhi in 1950.",https://www.researchgate.net/publication/356142127/figure/fig1/AS:11431281108434621@1671500953859/Logo-of-Lady-Hardinge-Medical-College.ppm
Manipur University of Culture,"Manipur University of Culture is a State Public University established and recognised by the State Government of Manipur. == History == It was established through an Act of the Manipur State Legislature, The Manipur University of Culture Act, 2015.",https://muc.ac.in/images/logo.png
National Law University Odisha,"National Law University Odisha (NLUO) is a public law school and a National law University in India located at Cuttack, Odisha. It was established in 2008 under the National Law University Odisha Act (Act 4 of 2008), commencing its first batch from July 2009.",https://www.targetadmission.com/img/logos/43265-11786.jpg
Mansarovar Global University,"Mansarovar Global University is a private university in Sehore, Madhya Pradesh, India. It was established in 2018 by Sri Sai Gramothan Samiti, Bhopal.",https://i.pinimg.com/736x/0a/96/58/0a9658f7db9cb366db92766758aec585.jpg
National University of Advanced Legal Studies,"The National University of Advanced Legal Studies (NUALS) / NLU Kochi is a public law school and a National Law University located in Kochi, India. It is the first and only National Law University (NLU) in the State of Kerala and is one of the 26 NLUs in India.",https://static.wikia.nocookie.net/logopedia/images/8/8f/National_University_of_Advanced_Legal_Studies_Logo.png/revision/latest?cb=20200403124246
Mar Athanasios College for Advanced Studies Tiruvalla,"Mar Athanasios College For Advanced Studies Thiruvalla (MACFAST) is a research institute in Pathanamthitta, Kerala, India established in 2001. The college offers courses in business management, information technology and bio sciences.",https://www.careerindia.com/college-photos/520x380/5181/logo-170x172_1620052268.png
Netaji Subhas Institute of Technology,"Netaji Subhas University of Technology (NSUT), formerly Netaji Subhas Institute of Technology (NSIT) is a state university located in Dwarka, Delhi, India. In 2018, the institute was granted university status, changing its name to Netaji Subhas University of Technology (NSUT).",https://career.webindia123.com/career/institutes/aspupload/Uploads/bihar/23882/logo.jpg
Krishnath College,"Murshidabad University is a public state university in Berhampore, Murshidabad, West Bengal. The university was established in 2021 by the West Bengal government under The Murshidabad University Act, 2018.It is named after a great thinker, and the first Nawab of Bengal Murshid Quli Khan.",https://files.prokerala.com/education/imgs/logo/college/krishnath-college-38741.jpg
NETES Institute of Technology and Science,"Assam Science and Technology University (ASTU) is a premier state technical university located in Jalukbari, Guwahati, Assam, India. It was established in 2010 by the Assam Government under the Assam Science and Technology University Act 2009.",https://www.static-contents.youth4work.com/university/Documents/Colleges/collegeLogo/1986.jpg
Kerala University of Health Sciences,"Kerala University of Health Sciences (KUHS) is a state university located in Thrissur, Kerala, India. It was established by the Kerala University of Health Sciences Act 2010, for ensuring proper and systematic instruction, teaching, training, and research and also to have uniformity in the various academic programmes in medical and allied subjects in the State of Kerala.",https://files.prokerala.com/education/imgs/logo/thumbnail/medium/kerala-university-of-health-sciences-288.jpg
N. L. Dalmia Institute of Management Studies,"N. L. Dalmia Institute of Management Studies and Research (NLDIMSR) is a business school situated in Mira Road, Mumbai, Maharashtra. It was formed under the aegis of the N. L. Dalmia Educational Society, founded by late Shri Niranjanlal Dalmia.",https://img.studyclap.com/img/institute/logo/411f27f27f-nldimsr-mira-road.png
Loyola Institute of Business Administration,"Loyola Institute of Business Administration (LIBA) is a private business school in Chennai, Tamil Nadu, India, was founded by the Society of Jesus (Jesuits) in 1979. It is situated on the Loyola College, Chennai, campus and run by the Loyola College Society.",https://www.academyofindianmarketing.org/wp-content/uploads/2018/01/loyola-institute-of-business-administration.png
Katihar Engineering College,"Katihar Engineering College is a government engineering college affiliated with Bihar Engineering University, Patna, India. It is managed by the Department of Science and Technology, Government of Bihar .",http://keck.ac.in/sites/default/files/logo.png
M.S. Ramaiah College of Law,"The Karnataka State Law University (KSLU) is an Indian state university in Navanagar, Hubli, Karnataka It was established in January, 2009 by the government of Karnataka with a campus spread over 55 acres of land. The university offers various undergraduate and postgraduate law courses in subjects such as Constitutional Law, Intellectual Property Rights, Business and Trade Law, Criminal and International Law.",https://www.eduopinions.com/wp-content/uploads/2022/04/ms-ramaiah-college-of-law-logo.jpg
KIIT School of Management,"KIIT School of Management (KSOM) is a private business school located in Bhubaneswar, Odisha, India. It was established in 1993 as the Institute of Business Administration and Training.",https://www.mbarendezvous.com/images/institute-logo/KSOM-logo.jpg
Maulana Azad College of Engineering and Technology,"Maulana Azad College of Engineering and Technology (MACET) is an engineering institute in the city of Patna, Bihar, India. The college was preiviously affiliated to Aryabhatta Knowledge University, now it's affiliated to Bihar Engineering University and approved by All India Council for Technical Education.",https://media-exp1.licdn.com/dms/image/C510BAQFn_ZOd9vVHlA/company-logo_200_200/0/1549098537630?e=2159024400&v=beta&t=N_5E5SliJEPS9fY2mQJbJ-o9l3pZoOz7wiabfvjSmA4
National Academy of Agricultural Research Management,"The National Academy of Agricultural Research Management is a national-level service training institute for ARS cadre located in Hyderabad, Telangana, India. == History == It was established by the Indian Council of Agricultural Research (ICAR) in 1976, to address issues related to agricultural research, training and development and education management, in India.",http://www.collegesmba.in/wp-content/uploads/2016/01/NATIONAL-ACADEMY-OF-AGRICULTURAL-RESEARCH-MANAGEMENT.jpg
Maulana Azad Medical College,"Maulana Azad Medical College (MAMC) is a medical college in New Delhi, India affiliated to University of Delhi and run by the Government of Delhi. It is named after Indian freedom fighter and first education minister of independent India Maulana Abul Kalam Azad.",https://www.justmbbs.com/img/college/delhi/maulana-azad-medical-college-new-delhi-logo.jpg
Maharaja Surajmal Institute of Technology,"Maharaja Surajmal Institute of Technology is a private engineering college located in Janakpuri, Delhi. The college is affiliated to Guru Gobind Singh Indraprastha University.",http://msit.in/static/img/msit.png
"KROS College, Kohima","KROS College, is a college in Kohima, Nagaland, India. The college was established in 2006.",https://kroscollegekohima.com/wp-content/uploads/2020/03/cropped-KROS-LOGO-copy.jpg
Maharana Pratap University of Agriculture and Technology,"Maharana Pratap University of Agriculture and Technology is situated in Udaipur city of Rajasthan state in India. The government of Rajasthan founded this university by the bifurcation of Rajasthan Agriculture University, Bikaner on 1 November 1999.",https://edurank.org/assets/img/uni-logos/maharana-pratap-university-of-agriculture-and-technology-logo.png
Krupajal Engineering College,"Krupajal Engineering College, Bhubaneswar, also called KEC is an engineering institution in the Eastern Zone of Odisha, which was established in 1995 under the Krupajal Group of institutions. The college certifies to ISO 9001:2000 and is rated as an A grade engineering college by NACC. The college is approved by AICTE, New Delhi, affiliated to Biju Patnaik University of Technology, Odisha and accredited by NBA & NAAC, New Delhi situated at Kausalya Ganga, Puba Sasan, Bhubaneswar.",https://www.krupajal.ac.in/img/logo.jpg
Maharashtra Institute of Medical Education and Research,"Maharashtra Institute of Medical Education and Research (MIMER) is a medical college located in Talegaon, Pune, Maharashtra, India. The institute is recognised by the National Medical Commission and is under Maharashtra University of Health Sciences.",https://mimer.edu.in/wp-content/uploads/2021/06/mimer_w.png
Maulana Mazharul Haque Arabic and Persian University,"Maulana Mazharul Haque Arabic and Persian University (MMHAPU) is a state university in Patna, Bihar, India. The university was established under the provisions of the Bihar State Universities Act of 1976, which took effect on 10 April 1998.",https://examupdates.in/wp-content/uploads/2023/02/Maulana-Mazharul-Haque-Arabic-and-Persian-University.jpg
KIIT School of Rural Management,"Kalinga Institute of Industrial Technology (KIIT), formerly KIIT, Bhubaneswar, is a private deemed university located in Bhubaneswar, Odisha, India. It was founded in 1992 as Industrial Training Institute in Bhubaneswar.",https://ksrm.ac.in/wp-content/uploads/2019/01/KSRM-KIIT-Logo.png
Mediciti Institute of Medical Sciences,"MediCiti Institute of Medical Sciences (MIMS) (Telugu: ???????? ????? ??????? ?????; IAST: Me?isi?i Vaidya Vign?n Samstha) is an Indian medical college affiliated with Kaloji Narayana Rao University of Health Sciences. The campus is located in Medchal, thirty kilometres from Hyderabad, in the South Indian state of Telangana.",https://www.justmbbs.com/img/college/telangana/mediciti-institute-of-medical-sciences-ghanpur-logo.jpg
"Kerala Veterinary and Animal Sciences University, Distance","College of Veterinary and Animal Sciences is a veterinary college located at Mannuthy, Thrissur city of the Indian state of Kerala. The college is part of Kerala Veterinary and Animal Sciences University.",https://static.wikia.nocookie.net/logopedia/images/8/83/KVASU.jpeg/revision/latest?cb=20200403123758
KIIT School of Law,"Kalinga Institute of Industrial Technology (KIIT), formerly KIIT, Bhubaneswar, is a private deemed university located in Bhubaneswar, Odisha, India. It was founded in 1992 as Industrial Training Institute in Bhubaneswar.",https://www.seekpng.com/png/detail/665-6657545_kiit-university-logo-clipart-kiit-school-of-law.png
National Law University and Judicial Academy,"National Law University and Judicial Academy, Assam (NLUJA or NLUJAA) is a National Law University located in Guwahati, Assam, India. It was established in 2009 through an Act passed by the State Legislature of Assam (Assam Act XXV of 2009) as a public university dedicated to the field of legal education.",https://www.excelbee.com/images/university/national-law-university-and-judicial-academy-logo.jpg
Millia Institute of Technology,"Millia Institute of Technology is very first engineering college in the Seemanchal Region established in 2002 by Millia Educational Trust (MET). It is affiliated to Purnea University, approved by AICTE, Delhi.",https://www.courseseye.com/universitylogos/7831.jpg
National Research Centre For Citrus,"The ICAR-Central Citrus Research Institute (previously National Research Centre for Citrus) (Hindi: ????????? ????? ?????? ?? ???????? ???????) is an institute for research in citrus fruits and horticulture at Nagpur, Maharashtra. It is located at Nagpur in the state of Maharashtra.",https://i1.rgstatic.net/ii/institution.image/AS:267478142259232%401440783166290_l
Kumaraguru College of Technology,"Kumaraguru College of Technology (KCT), Coimbatore, is a private engineering college started in 1984 under the auspices of the Ramanandha Adigalar Foundation, a charitable educational trust of Sakthi Group. Situated on a sprawling 156-acre campus in the IT corridor of Coimbatore, KCT is an autonomous institution affiliated with Anna University, Chennai, and approved by the All India Council for Technical Education (AICTE).",http://college4u.in/wp-content/uploads/2018/03/ktc00.png
National Sports University,"National Sports University is a central university, located in Imphal, Manipur, India with specialization in sports. Prime Minister Narendra Modi has laid foundation stone for National Sports University on 16 March 2018.",https://static.wikia.nocookie.net/logopedia/images/7/76/National_Sports_University.jpg/revision/latest?cb=20200401163103
"KK College of Engineering and Management, Dhanbad","East India is a region of India consisting of the Indian states of Bihar, Jharkhand, Odisha and West Bengal and also the union territory of the Andaman and Nicobar Islands. The states of Bihar and West Bengal lie on the Indo-Gangetic plain.",http://www.kkcemdhanbad.ac.in/images/logo.png
National University of Study and Research in,"National University of Study and Research in Law (NUSRL) is a National Law University located in Ranchi, Jharkhand, India. It was established by a legislative act, by the State of Jharkhand (Act no.",https://en-academic.com/pictures/enwiki/78/National_University_of_Study_and_Research_in_Law_Ranchi.jpg
MLR Institute of Technology,"MLR Institute of Technology (MLRIT) is located in Dundigal, Hyderabad, Telangana, India. The institution was started in 2005 by the KMR Education Trust, headed by Mr.",https://images.shiksha.com/mediadata/images/1651753218phpVXlhdb.jpeg
"NEF Law College, Guwahati","NEF Law College, or in its full name National Education Foundation Law College, is a private law school located in Guwahati, Assam, India. It was established in 2006 and it offers various undergraduate and postgraduate law courses.",https://nefcollege.org/Law College/logo.png
Kakatiya Medical College,"The Kakatiya Medical College (KMC) is a medical school in the Warangal district under the gamut of Kaloji Narayana Rao University of Health Sciences and the National Medical Commission (NMC). == Campus == All the postgraduate courses are recognized by M.C.I., Medical Council of India.",https://www.campusoption.com/images/colleges/logos/18_05_17_050617_Logo.jpg
Netaji Subhas Open University,Netaji Subhas Open University (NSOU) is a state open university imparting distance education in eastern India. == History == It was established in 1997 to commemorate the birth centenary of Netaji Subhas Chandra Bose.,https://www.facultyplus.com/wp-content/uploads/2021/01/Netaji_Subhas_Open_University_Logo.png
Motihari College of Engineering,"Motihari College of Engineering, Motihari is a Government Engineering College fully funded by the government of Bihar, India. It is managed by Department of Science, Technology and Technical Education, along with 38 Government Engineering Colleges of Bihar.",https://i.ytimg.com/vi/h36ZQN0DRC4/hqdefault.jpg
Netaji Subhas University of Technology,"Netaji Subhas University of Technology (NSUT), formerly Netaji Subhas Institute of Technology (NSIT) is a state university located in Dwarka, Delhi, India. In 2018, the institute was granted university status, changing its name to Netaji Subhas University of Technology (NSUT).",https://leavesinternational.com/wp-content/uploads/2023/01/Netaji_Subhas_University_of_Technology.svg_.png
Lala Lajpat Rai University of Veterinary and,"Lala Lajpat Rai University of Veterinary & Animal Sciences (LUVAS) is a university located in Hisar, Haryana. It is named after the freedom fighter Lala Lajpat Rai.",https://luvas.edu.in/templates/luvas23/assets/images/logo.png
Maharaja Krishna Chandra Gajapati Medical College,"India's medical schools are usually called medical colleges. Medical school quality is controlled by the central regulatory authority, the National Medical Commission, which inspects the institutes from time to time and recognizes institutes for specific courses.",https://www.sikshapedia.com/public/data/colleges/maharaja-krishna-chandra-gajapati-medical-college-and-hospital-berhampur-orissa/8zlQBDhkwC.webp
"Maharishi University of Information Technology -[MUIT], Noida","Maharishi University of Information Technology (MUIT) is an Indian private university in Uttar Pradesh. Its main campus is in Lucknow, with a satellite campus in Noida.",https://www.campusoption.com/images/colleges/logos/17_11_17_011412_Logo.jpg
Jiwaji University,"Jiwaji University (JU) is a public collegiate university in Gwalior, Madhya Pradesh, India. The name comes from Sir Jiwaijirao Scindia of Gwalior.",https://www.eduopinions.com/wp-content/uploads/2018/01/jiwaji-university-logo.png
"Government Law College, Kochi","The Government Law College, Ernakulam, also known as His Highness the Maharajas Government Law College, Ernakulam is a prestigious institution for undergraduate and post-graduate legal education in Kochi, Kerala, India. Founded in 1875, it is the first law college in the state of Kerala and one of the oldest law colleges in India.",https://glckozhikode.ac.in/wp-content/uploads/2022/05/translogo.png
Institute of Engineering and Technology,"Institute of Engineering and Technology, Lucknow (IET, Lucknow) is a state government-funded technical institute in Lucknow, Uttar Pradesh, India. It is a constituent college of Dr.",https://www.theiet.org/media/2563/untitled-7.jpg
Gudlavalleru Engineering College,"Seshadri Rao Gudlavalleru Engineering College is located at Gudlavalleru, Krishna District, Andhra Pradesh, India. == Departments == === Engineering Departments === Electrical and Electronics Engineering Electronics and Communication Engineering Civil Engineering Computer Science & Engineering Information Technology Mechanical Engineering Artificial Intelligence and Data Science Internet of Things Artificial Intelligence and Machine Learning Science & humanities departments Chemistry Department English Department Mathematics Department Physics Department === Professional Departments === Master of Business Administration Library Science Department Physical Education == Genesis and growth of the college == Gudlavalleru Engineering College was established in 1998, by the pragmatic, sagacious and prudent Sri Vallurupalli Venkata Rama Seshadri Rao , who was also a role model to the staff members.",https://universitykart.b-cdn.net/Content/upload/admin/wo5su5q1.b2w.jpg
Jawahar Lal Nehru Medical College,"Jawaharlal Nehru Medical College and Hospital, Bhagalpur is a government-recognized medical college and hospital in Bhagalpur, Bihar, India. The college was established in 1971 by the Government of Bihar and is affiliated to Bihar University of Health Sciences, Patna.",https://jnmcparents.contineo.in/files/img/jnmc.png
Gujarat Technological University,"Gujarat Technological University (International Innovative University), commonly referred as GTU, is a public state university affiliating many engineering, pharmacy, and management colleges in Gujarat, India. The university is headed by the state government and came into existence on 16 May 2007.",https://www.pngkit.com/png/detail/244-2444040_gujarat-technological-university-logo.png
Indira Gandhi Polytechnic College,"Indira Gandhi Polytechnic College is an educational institution in Mahe, Pondicherry. The Polytechnic College was established in the year 2000 under the supervision of PIPMATE and is funded by Government of Puducherry in collaboration with Department of Higher Education (Tamil Nadu).",https://www.static-contents.youth4work.com/university/Documents/Colleges/collegeLogo/1398008.PNG?v=20180525104516
Guru Angad Dev Veterinary and Animal Sciences,"Guru Angad Dev Veterinary and Animal Sciences University is a veterinary university in ludhiana Punjab, India. It was a part of Punjab Agricultural University and was established on 21 April 2006 to serve the society by promoting the livestock production, health and prevention of diseases through integrated teaching and extension programs.",https://img.studyclap.com/img/institute/logo/3960d63580-gadvasu-ludhiana.jpg
Institute of Infrastructure Technology Research and Management,"Institute of Infrastructure Technology Research and Management (also known as IITRAM) is an autonomous state university located in Ahmedabad, Gujarat, India. Established in 2013, the IITRAM campus is located in Maninagar in the eastern part of Ahmedabad which was an important center of trade and commerce due to its strategic location on the banks of the Sabarmati River.",https://www.excelbee.com/images/university/institute-of-infrastructure-technology-research-and-management-logo.jpg
Guru Nanak Institute of Technology,"Guru Nanak Institute of Technology (GNIT) is a premium engineering institution established by the JIS Group in 2003, located in Panihati, West Bengal, India. The college is an AICTE-approved institution and is affiliated to Maulana Abul Kalam Azad University of Technology, West Bengal.",https://www.static-contents.youth4work.com/university/Documents/Colleges/CollegeBanner/74705281-5325-4e4d-9573-e673bb423cf6.png
Jabalpur Engineering College,"Jabalpur Engineering College (JEC) is an institute located in Jabalpur, Madhya Pradesh, India. It is the oldest technical institution in central India and the 15th-oldest in India.",https://cache.careers360.mobi/media/colleges/social-media/4162/2018/4/18/Jabalpur-Engineering-College-Jabalpur.jpg
Haldia Institute of Technology,"Haldia Institute of Technology, better known as HIT Haldia, is an autonomous engineering institute in Haldia, West Bengal, India, approved by All India Council for Technical Education (AICTE), New Delhi, and affiliated to Maulana Abul Kalam Azad University of Technology (MAKAUT). It is an institution maintained by ICARE (Indian Center for Advancement of Research and Education, Haldia ICARE, Haldia), a non-profit making voluntary organization.",https://www.mywbut.com/admissionfair/upload/3273ed149430aeca8a5a4f23e3a55580.png
"Government Law College, Thiruvananthapuram","Government Law College, Thiruvananthapuram is an institution for legal education at graduate and post-graduate levels in Kerala, India. Established by the then Maharaja of Travancore in 1875, it is one of the oldest law colleges in India.",https://legallyflawless.in/wp-content/uploads/2022/11/Government-Law-College-Thiruvananthapuram.jpg
Harcourt Butler Technological University,"Harcourt Butler Technical University (HBTU), formerly Harcourt Butler Technological Institute (HBTI), is a historical STEM college, currently operating as a technical state-university, and is located in Kanpur, Uttar Pradesh, northern India. HBTU is also one of the oldest engineering institutes in the country, imparting industrial technology education since 1921.",https://www.excelbee.com/images/university/harcourt-butler-technical-university-logo.png
